12,1,101.16,273.02,40.08,111.71,1.64,-1,-1,-1
12,13,663.93,248.72,26.05,73.30,0.91,-1,-1,-1
12,8,293.90,218.37,30.90,57.85,1.54,-1,-1,-1
13,2,448.15,230.43,34.35,60.67,1.60,-1,-1,-1
13,3,186.24,219.99,21.53,64.56,1.59,-1,-1,-1
13,4,655.32,254.32,33.77,90.91,1.57,-1,-1,-1
13,5,329.28,277.64,50.76,141.28,1.72,-1,-1,-1
13,6,241.52,238.87,59.18,70.97,1.63,-1,-1,-1
13,7,125.51,246.49,44.22,76.86,1.65,-1,-1,-1
13,9,422.93,233.80,37.77,77.34,1.65,-1,-1,-1
13,10,361.36,231.23,21.62,70.60,1.44,-1,-1,-1
13,1,101.15,273.07,40.07,111.58,1.65,-1,-1,-1
13,13,663.84,248.62,26.12,73.27,1.01,-1,-1,-1
13,8,293.91,218.40,30.87,56.37,1.54,-1,-1,-1
14,2,418.87,235.03,38.24,75.69,1.63,-1,-1,-1
14,3,189.54,220.29,22.09,64.33,1.58,-1,-1,-1
14,5,325.42,276.82,56.28,140.19,1.73,-1,-1,-1
14,6,245.09,238.58,59.58,70.74,1.65,-1,-1,-1
14,7,130.28,247.56,42.86,73.94,1.52,-1,-1,-1
14,9,442.50,230.57,41.12,60.86,1.58,-1,-1,-1
14,10,362.91,232.23,20.66,69.14,1.39,-1,-1,-1
14,1,103.14,272.11,46.10,107.96,1.69,-1,-1,-1
14,13,654.26,248.92,29.44,94.78,1.57,-1,-1,-1
14,8,294.95,218.38,31.02,53.58,1.56,-1,-1,-1
15,2,417.23,236.45,36.36,72.50,1.62,-1,-1,-1
15,3,194.10,220.75,21.47,60.52,1.61,-1,-1,-1
15,5,324.58,276.88,57.90,137.68,1.70,-1,-1,-1
15,6,250.75,244.11,58.67,62.78,1.67,-1,-1,-1
15,7,136.13,246.57,39.57,72.53,1.62,-1,-1,-1
15,9,442.04,230.28,30.18,59.54,1.44,-1,-1,-1
15,10,364.95,228.66,21.81,71.09,1.29,-1,-1,-1
15,1,106.95,268.76,42.85,106.52,1.70,-1,-1,-1
15,13,651.51,246.52,27.51,93.60,1.55,-1,-1,-1
15,8,298.26,218.43,29.05,60.07,1.58,-1,-1,-1
15,16,272.36,206.69,23.84,64.41,1.01,-1,-1,-1
16,2,417.92,237.19,32.45,69.88,1.64,-1,-1,-1
16,3,197.80,220.60,20.18,61.60,1.62,-1,-1,-1
16,5,324.53,277.06,58.85,133.70,1.70,-1,-1,-1
16,6,266.15,239.53,46.20,67.69,1.49,-1,-1,-1
16,7,139.55,246.22,39.39,71.29,1.52,-1,-1,-1
16,9,443.56,231.35,37.96,57.19,1.41,-1,-1,-1
16,10,367.00,230.89,20.37,67.33,1.50,-1,-1,-1
16,1,108.76,267.12,41.94,106.75,1.71,-1,-1,-1
16,13,647.00,247.58,27.96,89.46,1.62,-1,-1,-1
16,8,299.29,219.16,30.28,56.40,1.56,-1,-1,-1
17,2,416.93,237.32,28.03,70.01,1.62,-1,-1,-1
17,3,201.64,220.90,20.19,60.73,1.65,-1,-1,-1
17,5,324.65,278.05,60.83,130.60,1.68,-1,-1,-1
17,6,259.66,233.90,56.20,73.15,1.51,-1,-1,-1
17,7,141.01,246.24,41.93,70.37,1.65,-1,-1,-1
17,9,435.72,230.79,47.72,58.06,1.46,-1,-1,-1
17,10,368.41,231.46,23.26,66.04,1.37,-1,-1,-1
17,1,110.90,267.25,41.81,103.04,1.73,-1,-1,-1
17,13,648.24,247.98,25.84,86.07,1.55,-1,-1,-1
17,8,302.80,220.37,28.85,49.73,1.62,-1,-1,-1
17,17,520.79,220.56,20.24,55.61,1.49,-1,-1,-1
18,2,414.44,237.08,24.78,69.61,1.64,-1,-1,-1
18,3,201.62,220.81,20.48,60.93,1.64,-1,-1,-1
18,5,320.86,278.10,64.06,128.24,1.67,-1,-1,-1
18,6,273.90,236.78,42.03,70.11,1.56,-1,-1,-1
18,7,140.59,246.45,42.57,70.17,1.64,-1,-1,-1
18,9,442.77,230.60,31.97,58.44,1.21,-1,-1,-1
18,10,369.06,231.07,25.32,66.64,1.41,-1,-1,-1
18,1,108.22,267.32,43.32,102.60,1.73,-1,-1,-1
18,13,650.35,248.05,24.35,82.31,1.53,-1,-1,-1
18,8,303.37,220.20,28.99,50.03,1.58,-1,-1,-1
19,2,414.41,237.10,24.83,69.50,1.64,-1,-1,-1
19,3,201.63,220.82,20.47,60.91,1.64,-1,-1,-1
19,5,320.87,277.60,64.05,128.77,1.67,-1,-1,-1
19,6,273.83,236.78,42.09,70.06,1.55,-1,-1,-1
19,7,140.59,246.46,42.57,70.14,1.64,-1,-1,-1
19,9,443.11,230.56,30.79,58.47,1.24,-1,-1,-1
19,10,369.01,231.09,24.94,66.55,1.41,-1,-1,-1
19,1,108.20,267.34,43.31,102.59,1.73,-1,-1,-1
19,13,650.40,248.18,24.24,82.18,1.52,-1,-1,-1
19,8,303.35,220.20,29.01,50.01,1.59,-1,-1,-1
20,2,410.97,237.00,20.98,69.67,1.48,-1,-1,-1
20,3,201.72,220.57,20.33,61.33,1.63,-1,-1,-1
20,5,318.78,280.01,64.87,125.85,1.64,-1,-1,-1
20,6,274.10,237.94,41.87,69.34,1.62,-1,-1,-1
20,7,138.22,246.82,45.54,69.67,1.66,-1,-1,-1
20,9,440.06,231.32,40.64,58.03,1.38,-1,-1,-1
20,10,370.47,230.41,22.93,67.95,1.48,-1,-1,-1
20,1,105.47,267.23,44.95,102.34,1.72,-1,-1,-1
20,13,648.98,251.96,25.51,79.75,1.56,-1,-1,-1
20,8,304.05,220.57,30.22,49.48,1.59,-1,-1,-1
21,2,405.87,236.51,27.05,70.49,1.56,-1,-1,-1
21,3,201.89,220.53,20.07,61.19,1.63,-1,-1,-1
21,5,316.17,275.88,66.25,129.28,1.68,-1,-1,-1
21,6,274.85,239.36,40.96,67.58,1.65,-1,-1,-1
21,7,135.67,247.02,49.24,69.33,1.64,-1,-1,-1
21,9,443.64,230.35,29.62,59.39,1.24,-1,-1,-1
21,10,370.26,231.21,26.12,67.14,1.40,-1,-1,-1
21,1,102.13,267.78,48.31,101.54,1.71,-1,-1,-1
21,13,649.76,247.64,24.87,83.69,1.60,-1,-1,-1
21,8,305.49,220.20,30.21,50.05,1.59,-1,-1,-1
22,2,401.74,235.29,30.25,70.73,1.62,-1,-1,-1
22,3,201.83,220.48,20.24,61.27,1.62,-1,-1,-1
22,5,312.97,282.50,67.31,120.77,1.67,-1,-1,-1
22,6,273.86,239.61,42.16,66.81,1.63,-1,-1,-1
22,7,136.01,247.09,50.38,69.07,1.63,-1,-1,-1
22,9,434.82,230.43,34.49,57.62,1.41,-1,-1,-1
22,10,371.02,231.21,22.36,66.85,1.45,-1,-1,-1
22,1,99.44,268.18,49.64,100.79,1.72,-1,-1,-1
22,13,648.74,252.38,25.04,79.00,1.53,-1,-1,-1
22,8,306.61,220.03,29.96,51.70,1.55,-1,-1,-1
22,18,521.77,221.17,20.68,56.04,1.03,-1,-1,-1
23,2,394.50,235.36,35.75,69.78,1.63,-1,-1,-1
23,3,201.89,220.49,19.82,60.95,1.63,-1,-1,-1
23,5,312.28,275.43,63.81,125.67,1.66,-1,-1,-1
23,6,276.04,239.11,40.10,66.80,1.66,-1,-1,-1
23,7,134.59,247.27,52.65,68.64,1.61,-1,-1,-1
23,9,433.42,229.48,35.21,58.21,1.53,-1,-1,-1
23,10,371.83,230.79,19.29,67.03,1.54,-1,-1,-1
23,1,98.36,267.74,50.57,102.75,1.72,-1,-1,-1
23,13,646.40,257.51,27.42,74.02,1.51,-1,-1,-1
23,8,307.76,219.34,28.92,52.02,1.56,-1,-1,-1
23,18,522.02,221.15,23.11,56.46,1.35,-1,-1,-1
24,2,394.53,235.45,35.72,69.70,1.62,-1,-1,-1
24,3,201.89,220.48,19.87,60.95,1.64,-1,-1,-1
24,5,312.33,286.99,63.56,113.94,1.63,-1,-1,-1
24,6,276.00,239.12,40.14,66.82,1.66,-1,-1,-1
24,7,134.61,247.28,52.67,68.63,1.61,-1,-1,-1
24,9,433.52,229.64,35.18,57.94,1.53,-1,-1,-1
24,10,371.95,230.67,19.28,67.44,1.54,-1,-1,-1
24,1,98.35,267.74,50.63,102.50,1.73,-1,-1,-1
24,13,646.51,256.97,27.27,74.52,1.52,-1,-1,-1
24,8,307.70,219.33,28.96,52.01,1.56,-1,-1,-1
24,18,522.03,221.19,22.76,56.42,1.34,-1,-1,-1
24,19,324.52,272.34,32.03,99.63,1.02,-1,-1,-1
25,2,389.82,235.26,38.67,70.38,1.55,-1,-1,-1
25,3,201.85,220.42,20.03,60.92,1.65,-1,-1,-1
25,5,311.04,287.59,59.62,113.04,1.61,-1,-1,-1
25,6,280.97,237.84,35.21,67.81,1.63,-1,-1,-1
25,7,131.17,247.43,57.70,68.00,1.61,-1,-1,-1
25,9,433.27,228.62,39.63,58.83,1.54,-1,-1,-1
25,10,372.45,230.58,19.56,67.56,1.51,-1,-1,-1
25,1,97.36,267.74,50.32,101.59,1.73,-1,-1,-1
25,13,643.47,255.81,29.41,75.61,1.56,-1,-1,-1
25,8,309.67,219.71,27.67,51.84,1.58,-1,-1,-1
25,18,521.57,220.52,27.33,56.20,1.26,-1,-1,-1
25,19,323.54,272.10,30.52,98.08,0.94,-1,-1,-1
26,2,390.70,236.20,34.94,71.56,1.60,-1,-1,-1
26,3,201.93,220.50,20.10,60.77,1.66,-1,-1,-1
26,5,311.54,294.60,53.61,105.80,1.65,-1,-1,-1
26,6,285.19,237.19,33.15,67.08,1.53,-1,-1,-1
26,7,131.88,247.59,57.54,68.11,1.68,-1,-1,-1
26,9,433.01,227.86,42.13,59.49,1.60,-1,-1,-1
26,10,370.98,230.70,21.06,67.41,1.45,-1,-1,-1
26,1,96.34,266.71,49.44,101.93,1.73,-1,-1,-1
26,13,644.11,252.50,30.28,78.99,1.56,-1,-1,-1
26,8,308.78,219.85,29.46,51.35,1.55,-1,-1,-1
26,19,319.68,271.57,33.68,102.54,1.19,-1,-1,-1
27,2,390.59,238.68,30.71,67.06,1.55,-1,-1,-1
27,3,201.88,220.63,20.18,60.51,1.65,-1,-1,-1
27,5,310.94,291.61,47.80,108.82,1.65,-1,-1,-1
27,6,288.95,236.90,29.87,68.49,1.53,-1,-1,-1
27,7,130.15,247.58,62.76,68.26,1.61,-1,-1,-1
27,9,432.75,227.22,42.05,60.25,1.55,-1,-1,-1
27,10,371.59,230.86,22.47,67.23,1.44,-1,-1,-1
27,1,96.31,265.83,48.66,99.48,1.71,-1,-1,-1
27,13,642.69,249.91,34.04,81.39,1.57,-1,-1,-1
27,8,309.71,220.86,29.34,49.63,1.56,-1,-1,-1
27,19,319.27,272.44,32.94,106.62,1.18,-1,-1,-1
28,2,390.70,239.08,30.58,66.70,1.56,-1,-1,-1
28,3,201.85,220.63,20.22,60.46,1.65,-1,-1,-1
28,5,310.97,289.84,47.80,110.53,1.65,-1,-1,-1
28,6,288.95,236.90,29.87,68.48,1.53,-1,-1,-1
28,7,130.17,247.57,62.80,68.27,1.61,-1,-1,-1
28,9,432.73,227.25,41.98,60.22,1.55,-1,-1,-1
28,10,371.58,230.85,22.35,67.24,1.45,-1,-1,-1
28,1,96.29,265.81,48.69,99.47,1.71,-1,-1,-1
28,13,642.72,249.79,33.90,81.44,1.57,-1,-1,-1
28,8,309.70,220.85,29.37,49.62,1.56,-1,-1,-1
28,19,319.28,272.44,32.86,107.48,1.05,-1,-1,-1
29,2,388.53,235.22,29.08,69.91,1.55,-1,-1,-1
29,3,201.79,220.52,20.82,60.38,1.66,-1,-1,-1
29,5,315.95,271.91,38.17,116.69,1.48,-1,-1,-1
29,6,291.01,237.00,27.66,67.38,1.54,-1,-1,-1
29,7,130.53,247.62,61.39,68.23,1.65,-1,-1,-1
29,9,432.83,227.09,36.72,59.80,1.55,-1,-1,-1
29,10,371.56,230.87,21.82,66.88,1.42,-1,-1,-1
29,1,96.19,264.64,46.52,97.27,1.67,-1,-1,-1
29,13,647.40,246.15,30.00,81.26,1.47,-1,-1,-1
29,8,309.72,220.98,30.33,50.22,1.55,-1,-1,-1
29,19,311.76,291.60,43.49,108.47,1.60,-1,-1,-1
30,2,390.89,234.76,21.22,71.17,1.56,-1,-1,-1
30,3,201.60,220.42,20.94,60.56,1.65,-1,-1,-1
30,5,309.75,281.36,47.74,119.62,1.66,-1,-1,-1
30,6,290.44,236.55,28.63,69.05,1.44,-1,-1,-1
30,7,130.35,247.37,63.61,68.76,1.63,-1,-1,-1
30,9,432.96,227.39,37.45,59.63,1.50,-1,-1,-1
30,10,372.40,230.62,20.23,67.80,1.51,-1,-1,-1
30,1,97.16,263.36,44.04,96.82,1.72,-1,-1,-1
30,13,651.44,247.71,26.03,78.40,1.48,-1,-1,-1
30,8,309.92,220.27,31.58,50.64,1.57,-1,-1,-1
30,18,528.76,215.77,22.04,59.12,1.53,-1,-1,-1
31,2,388.02,234.69,20.17,70.28,1.47,-1,-1,-1
31,3,201.61,220.37,22.05,60.87,1.67,-1,-1,-1
31,5,306.91,272.74,50.19,128.29,1.71,-1,-1,-1
31,6,294.02,236.36,28.28,71.28,1.40,-1,-1,-1
31,7,130.05,247.70,65.50,68.26,1.62,-1,-1,-1
31,9,441.57,230.90,29.20,55.21,1.53,-1,-1,-1
31,10,372.60,230.69,22.54,67.74,1.50,-1,-1,-1
31,1,100.15,262.06,39.35,98.07,1.72,-1,-1,-1
31,13,652.78,248.78,25.75,77.44,1.49,-1,-1,-1
31,8,311.83,219.89,31.02,51.37,1.49,-1,-1,-1
31,18,529.37,217.89,20.04,57.04,1.06,-1,-1,-1
32,2,372.82,230.92,20.75,66.99,1.49,-1,-1,-1
32,3,201.55,220.32,22.46,61.04,1.67,-1,-1,-1
32,5,305.48,273.06,51.14,128.07,1.68,-1,-1,-1
32,6,279.49,236.33,44.45,75.46,1.44,-1,-1,-1
32,7,129.07,247.71,66.89,68.34,1.62,-1,-1,-1
32,9,442.80,230.62,28.66,55.90,1.44,-1,-1,-1
32,10,386.37,233.74,21.55,70.95,1.41,-1,-1,-1
32,1,103.36,261.54,34.14,98.34,1.72,-1,-1,-1
32,13,654.13,248.10,26.69,74.90,1.44,-1,-1,-1
32,8,313.56,219.49,29.63,51.27,1.48,-1,-1,-1
32,18,529.92,219.08,20.22,56.20,0.97,-1,-1,-1
33,2,384.70,233.49,20.87,71.16,1.46,-1,-1,-1
33,3,201.45,220.33,22.57,61.32,1.67,-1,-1,-1
33,5,302.55,273.55,52.49,127.39,1.71,-1,-1,-1
33,6,280.65,236.46,44.81,71.90,1.41,-1,-1,-1
33,7,128.70,248.00,68.24,67.87,1.62,-1,-1,-1
33,9,447.61,231.07,24.39,55.36,1.52,-1,-1,-1
33,10,373.19,231.21,20.36,67.92,1.48,-1,-1,-1
33,1,104.68,261.71,31.25,98.44,1.69,-1,-1,-1
33,13,653.58,246.42,27.33,75.51,1.49,-1,-1,-1
